ENSG00000000003 TSPAN6
ENSG00000267225 WDR7.OT1
ENSG00000267226 RP11.126O1.5
ENSG00000267230 RP11.376M2.2
ENSG00000267231 AC005786.5
ENSG00000267234 CTB.184G21.3
ENSG00000267243 AC005307.3
ENSG00000267244 CTB.31O20.4
ENSG00000267248 CTD.2319I12.4
ENSG00000267249 RP11.973H7.3
ENSG00000267253 RP11.209M4.1
ENSG00000267254 ZNF790.AS1
ENSG00000267257 RP11.1151B14.4
ENSG00000267258 CTC.448F2.3
ENSG00000267264 CTC.459F4.6
ENSG00000267265 CTC.550B14.7
ENSG00000267270 PARD6G.AS1
ENSG00000267272 LINC01140
ENSG00000267274 CTD.2006C1.12
ENSG00000267275 CTD.2562J15.6
ENSG00000267277 CTD.2342J14.6
ENSG00000267278 MAP3K14.AS1
ENSG00000267280 TBX2.AS1
ENSG00000267281 RP11.793H13.10
ENSG00000267282 CTB.129P6.4
ENSG00000267285 RP5.951N9.2
ENSG00000267287 RP11.567M16.1
ENSG00000267288 RP13.890H12.2
ENSG00000267289 CTD.2623N2.11
ENSG00000267291 CTB.186G2.1
ENSG00000267293 RP11.8H2.1
ENSG00000267298 AC006116.19
ENSG00000267299 CTB.66B24.1
ENSG00000267301 RPL23AP77
ENSG00000267302 RP11.178C3.2
ENSG00000267309 CTD.2630F21.1
ENSG00000267312 RP11.1094M14.7
ENSG00000267313 KC6
ENSG00000267314 AC104532.2
ENSG00000267315 RP11.686D22.6
ENSG00000267317 CTB.25B13.12
ENSG00000267319 CTD.2528L19.3
ENSG00000267320 AC005780.1
ENSG00000267321 RP11.1094M14.11
ENSG00000267322 SNHG22
ENSG00000267325 LINC01415
ENSG00000267334 CTD.2534I21.8
ENSG00000267336 EIF4A2P1
ENSG00000267340 RP11.242D8.3
ENSG00000267342 RP11.552F3.10
ENSG00000267348 CTB.179K24.3
ENSG00000267353 CTD.2162K18.3
ENSG00000267355 RPL9P29
ENSG00000267360 CTC.454I21.3
ENSG00000267364 RP11.47L3.1
ENSG00000267366 RP11.53B2.5
ENSG00000267373 CTD.2231E14.5
ENSG00000267374 RP11.244M2.1
ENSG00000267383 CTC.260E6.6
ENSG00000267385 CTB.50L17.14
ENSG00000267388 AF038458.5
ENSG00000267390 RP11.635N19.1
ENSG00000267394 CTB.175E5.7
ENSG00000267395 AC074212.6
ENSG00000267397 RP11.873E20.1
ENSG00000267398 AC006130.4
ENSG00000267401 RP11.396N11.1
ENSG00000267404 RP11.49I11.2
ENSG00000267406 CTD.2189E23.2
ENSG00000267408 CTB.50L17.2
ENSG00000267412 CTC.265F19.2
ENSG00000267413 RP11.636O21.1
ENSG00000267414 RP11.456K23.1
ENSG00000267416 CTD.2319I12.2
ENSG00000267418 TCEB1P29
ENSG00000267419 CTC.559E9.6
ENSG00000267422 CTD.2554C21.1
ENSG00000267423 AC005616.2
ENSG00000267426 RP11.552F3.12
ENSG00000267428 RP11.289E15.1
ENSG00000267429 AC006116.15
ENSG00000267430 RP11.635N19.2
ENSG00000267432 DNAH17.AS1
ENSG00000267439 AC002398.11
ENSG00000267446 CTB.39G8.2
ENSG00000267447 VN2R11P
ENSG00000267454 ZNF582.AS1
ENSG00000267457 RP5.837J1.4
ENSG00000267462 RP11.866E20.3
ENSG00000267466 RP11.13K12.5
ENSG00000267470 ZNF571.AS1
ENSG00000267472 LOC440461
ENSG00000267474 CTC.548K16.6
ENSG00000267475 CTD.2538C1.2
ENSG00000267476 RP11.126O1.4
ENSG00000267478 RP11.815J4.5
ENSG00000267480 RP11.703I16.1
ENSG00000267481 CTC.559E9.5
ENSG00000267491 CTD.2373H9.5
ENSG00000267493 CIRBP.AS1
ENSG00000267496 FAM215A
ENSG00000267497 NFE2L3P1
ENSG00000267498 CTB.32O4.2
ENSG00000267500 CTD.2006C1.6
ENSG00000267503 RP11.53B2.4
ENSG00000267504 RP11.845C23.2
ENSG00000267506 RP11.13K12.1
ENSG00000267507 CTD.2587H24.1
ENSG00000267508 ZNF285
ENSG00000267510 CTC.325H20.4
ENSG00000267515 RP11.861E21.3
ENSG00000267518 RP11.794C22.2
ENSG00000267519 CTD.3252C9.4
ENSG00000267522 CTD.2621I17.6
ENSG00000267523 CTD.2537I9.12
ENSG00000267526 RP11.178C3.6
ENSG00000267529 RP11.53B2.1
ENSG00000267530 AC006273.5
ENSG00000267533 RP11.815J4.7
ENSG00000267534 S1PR2
ENSG00000267541 RP11.380M21.2
ENSG00000267543 RP11.666A8.7
ENSG00000267544 AC007229.3
ENSG00000267546 RP11.666A8.8
ENSG00000267547 RP11.686D22.4
ENSG00000267549 AC006116.17
ENSG00000267550 CTC.482H14.5
ENSG00000267558 RP11.618K16.4
ENSG00000267559 RP11.383M4.6
ENSG00000267560 RP11.173A16.1
ENSG00000267563 CTC.503J8.4
ENSG00000267565 CTC.559E9.8
ENSG00000267571 AC104532.4
ENSG00000267575 CTC.459F4.3
ENSG00000267583 RP11.322E11.5
ENSG00000267586 LINC00907
ENSG00000267587 RP11.687F6.4
ENSG00000267589 CTC.232P5.4
ENSG00000267592 CTC.507E2.2
ENSG00000267593 RP11.108P20.4
ENSG00000267595 RP11.242D8.2
ENSG00000267605 CTD.3220F14.1
ENSG00000267606 AC006116.21
ENSG00000267607 CTD.2369P2.8
ENSG00000267612 CTD.3116E22.7
ENSG00000267620 RP11.795H16.2
ENSG00000267623 AC022153.1
ENSG00000267625 RP11.1094M14.14
ENSG00000267627 RP11.905K4.1
ENSG00000267629 AC138430.4
ENSG00000267632 RP11.400F19.18
ENSG00000267637 RP11.619I22.1
ENSG00000267638 RP11.546M21.6
ENSG00000267641 BNIP3P16
ENSG00000267644 CTD.2008P7.10
ENSG00000267646 CTC.499B15.7
ENSG00000267649 CTD.2587H24.10
ENSG00000267651 RP11.95O2.1
ENSG00000267652 RP11.188I24.1
ENSG00000267655 CTD.2286N8.2
ENSG00000267656 RP11.807E13.3
ENSG00000267659 LINC01482
ENSG00000267661 RP11.820I16.2
ENSG00000267665 RP11.13K12.2
ENSG00000267666 AC004156.3
ENSG00000267667 RP11.136H19.1
ENSG00000267669 RP11.824M15.3
ENSG00000267670 CTB.55O6.4
ENSG00000267672 CTD.2293H3.1
ENSG00000267673 FDX1L
ENSG00000267676 THA1P
ENSG00000267677 RP11.27G24.1
ENSG00000267679 EIF5AP2
ENSG00000267680 ZNF224
ENSG00000267682 CTD.3220F14.2
ENSG00000267691 SHC1P2
ENSG00000267694 RP11.691H4.4
ENSG00000267695 RP11.1030E3.1
ENSG00000267696 CTB.151G24.1
ENSG00000267698 AC002116.7
ENSG00000267701 RP11.28F1.2
ENSG00000267702 RP11.53B2.2
ENSG00000267703 CTD.2013N17.4
ENSG00000267707 RP11.95O2.5
ENSG00000267708 RP11.147L13.7
ENSG00000267710 AC006116.20
ENSG00000267717 SRSF10P1
ENSG00000267719 HP09025
ENSG00000267724 RP11.49K24.8
ENSG00000267729 AC010761.14
ENSG00000267731 RP11.147L13.8
ENSG00000267734 RP4.604K5.3
ENSG00000267735 CTD.2265O21.7
ENSG00000267736 HMGB2P1
ENSG00000267737 AC061992.2
ENSG00000267741 UBE2L4
ENSG00000267742 FAM60CP
ENSG00000267745 RP11.686D22.8
ENSG00000267746 RP11.379L18.1
ENSG00000267749 CTC.265F19.1
ENSG00000267750 RUNDC3A.AS1
ENSG00000267751 AC009005.2
ENSG00000267752 RPS10P27
ENSG00000267757 C19orf83
ENSG00000267761 CTD.2130O13.1
ENSG00000267764 RP11.484L8.1
ENSG00000267766 RP11.299P2.1
ENSG00000267767 CTC.523E23.4
ENSG00000267768 CTC.459F4.8
ENSG00000267769 CTB.50L17.9
ENSG00000267773 RP11.677O4.4
ENSG00000267775 OR7E16P
ENSG00000267776 AC006116.24
ENSG00000267778 AC004221.2
ENSG00000267783 CTB.55O6.10
ENSG00000267787 RP11.35G9.5
ENSG00000267795 SMIM22
ENSG00000267796 LIN37
ENSG00000267801 RP11.552F3.9
ENSG00000267808 AC018755.17
ENSG00000267809 NDUFV2P1
ENSG00000267811 RP11.727F15.11
ENSG00000267834 RP11.167N5.5
ENSG00000267838 AC008746.12
ENSG00000267852 CTB.133G6.2
ENSG00000267855 NDUFA7
ENSG00000267858 MZF1.AS1
ENSG00000267868 RP11.120K24.3
ENSG00000267871 CTC.444N24.6
ENSG00000267872 RP11.157B13.7
ENSG00000267882 RP4.569M23.5
ENSG00000267892 CTD.2540F13.2
ENSG00000267898 CTD.2639E6.9
ENSG00000267904 CTC.429P9.5
ENSG00000267908 ZSCAN5D
ENSG00000267919 RP11.256I23.3
ENSG00000267920 SNX6P1
ENSG00000267922 AC007193.6
ENSG00000267927 CTD.2525I3.2
ENSG00000267934 CTB.176F20.3
ENSG00000267938 EIF1P6
ENSG00000267939 CTD.2325M2.1
ENSG00000267940 RP11.290F24.6
ENSG00000267959 MIR3188
ENSG00000267980 AC007292.6
ENSG00000268001 CARD8.AS1
ENSG00000268006 PTOV1.AS1
ENSG00000268015 CTD.2525I3.3
ENSG00000268027 AC006129.2
ENSG00000268030 AC005253.2
ENSG00000268034 AC005795.1
ENSG00000268041 CTD.2575K13.6
ENSG00000268043 NBPF12
ENSG00000268047 AC018766.6
ENSG00000268051 CTC.244M17.1
ENSG00000268056 CTD.3032J10.2
ENSG00000268061 NAPA.AS1
ENSG00000268066 FMR1.AS1
ENSG00000268074 RPL22P5
ENSG00000268081 RP11.678G14.2
ENSG00000268087 CTC.429P9.2
ENSG00000268089 GABRQ
ENSG00000268093 AC022154.7
ENSG00000268104 SLC6A14
ENSG00000268105 RP11.369G6.2
ENSG00000268108 CTB.60B18.12
ENSG00000268117 VN1R84P
ENSG00000268119 CTD.2561J22.5
ENSG00000268129 RP11.91G21.1
ENSG00000268140 PCGF7P
ENSG00000268144 NIFKP6
ENSG00000268153 AC005176.2
ENSG00000268154 Metazoa_SRP.11
ENSG00000268163 AC004076.9
ENSG00000268173 PIK3R2.1
ENSG00000268189 AC005785.2
ENSG00000268199 CTD.3137H5.1
ENSG00000268201 CTD.3138B18.6
ENSG00000268205 CTC.444N24.11
ENSG00000268218 AC137932.4
ENSG00000268222 EEF1A1P7
ENSG00000268225 CTD.2331H12.5
ENSG00000268230 CTD.2619J13.8
ENSG00000268234 FKBP4P6
ENSG00000268240 RP11.678G14.4
ENSG00000268257 AIRN
ENSG00000268279 RP11.434D12.1
ENSG00000268282 CTD.2620I22.2
ENSG00000268289 CTD.2528A14.3
ENSG00000268293 CTD.2623H2.7
ENSG00000268295 POLR3GP1
ENSG00000268297 CLEC4GP1
ENSG00000268307 CTD.2619J13.13
ENSG00000268324 LRRC2.AS1
ENSG00000268350 FAM156A
ENSG00000268355 AC006129.1
ENSG00000268362 CTD.2017D11.1
ENSG00000268364 SMC5.AS1
ENSG00000268366 CTC.492K19.4
ENSG00000268375 CTD.2568A17.8
ENSG00000268379 CTC.360J11.4
ENSG00000268391 RP11.241F15.6
ENSG00000268392 AC003682.16
ENSG00000268401 CTC.344H19.4
ENSG00000268403 CTD.2371O3.3
ENSG00000268412 TRMT112P6
ENSG00000268423 AC011551.3
ENSG00000268438 BNIP3P27
ENSG00000268439 RP3.461F17.3
ENSG00000268458 CTC.471J1.9
ENSG00000268460 DKFZp434J0226
ENSG00000268471 DKFZP434I0714
ENSG00000268472 RP11.356J5.13
ENSG00000268486 ABC7.42418200C9.1
ENSG00000268499 CTB.102L5.8
ENSG00000268509 RP11.572B2.1
ENSG00000268516 CTD.3138B18.5
ENSG00000268520 CTD.2616J11.10
ENSG00000268530 CTC.273B12.5
ENSG00000268533 AC004076.7
ENSG00000268536 AC005523.3
ENSG00000268543 CTD.2619J13.16
ENSG00000268545 VN1R107P
ENSG00000268549 RP11.295P9.8
ENSG00000268564 AC003956.1
ENSG00000268568 AC007228.9
ENSG00000268573 RP11.158H5.7
ENSG00000268575 RP1.283E3.8
ENSG00000268584 RP11.464F9.20
ENSG00000268603 RP11.316O14.1
ENSG00000268628 RP1.122P22.4
ENSG00000268635 RP11.739B23.1
ENSG00000268649 RP4.806M20.4
ENSG00000268650 AC068499.10
ENSG00000268655 CTB.60B18.10
ENSG00000268658 LINC00664
ENSG00000268670 CTD.2622I13.3
ENSG00000268678 CTC.444N24.13
ENSG00000268683 CTD.2553L13.4
ENSG00000268686 AC010524.2
ENSG00000268696 ZNF723P
ENSG00000268707 RP11.247A12.7
ENSG00000268713 CTC.444N24.8
ENSG00000268723 CTC.444N24.9
ENSG00000268742 CTD.2396E7.7
ENSG00000268744 CTD.3105H18.14
ENSG00000268746 CTD.2571L23.8
ENSG00000268751 SCGB1B2P
ENSG00000268756 AC104534.2
ENSG00000268764 CTC.450M9.1
ENSG00000268785 RPL7P50
ENSG00000268790 CTC.429P9.4
ENSG00000268798 CTB.25B13.5
ENSG00000268818 CITF22.62D4.1
ENSG00000268836 LA16c.OS12.2
ENSG00000268858 RP4.591C20.9
ENSG00000268884 CTD.2550O8.7
ENSG00000268889 CTD.2616J11.14
ENSG00000268895 A1BG.AS1
ENSG00000268896 RP11.256I23.1
ENSG00000268903 RP11.34P13.15
ENSG00000268908 VN1R92P
ENSG00000268912 CTD.2619J13.17
ENSG00000268931 RP11.886P16.6
ENSG00000268945 CTD.2192J16.26
ENSG00000268947 AD000684.2
ENSG00000268949 MRPS17P1
ENSG00000268951 RP11.149F8.3
ENSG00000268970 CTD.3099C6.11
ENSG00000268987 CTC.435M10.10
ENSG00000268993 RP11.439A17.5
ENSG00000268996 MAN1B1.AS1
ENSG00000269009 SLC6A21P
ENSG00000269019 AC005932.1
ENSG00000269028 MTRNR2L12
ENSG00000269038 AP001462.6
ENSG00000269044 CTC.429P9.3
ENSG00000269050 CTC.360G5.6
ENSG00000269051 CTD.2245F17.3
ENSG00000269054 CTD.2619J13.3
ENSG00000269066 CTD.2528A14.5
ENSG00000269067 ZNF728
ENSG00000269069 CTC.471F3.5
ENSG00000269086 CTC.523E23.5
ENSG00000269091 CTD.2126E3.3
ENSG00000269102 CTD.2525I3.5
ENSG00000269103 Metazoa_SRP.12
ENSG00000269113 TRABD2B
ENSG00000269119 HNRNPA1P52
ENSG00000269124 AC007193.10
ENSG00000269125 RP11.98F14.11
ENSG00000269131 AC004447.2
ENSG00000269148 AC092301.3
ENSG00000269161 CTD.3131K8.3
ENSG00000269172 CTC.218B8.3
ENSG00000269176 RP11.727F15.12
ENSG00000269177 L34079.3
ENSG00000269189 RP11.573N10.1
ENSG00000269190 FBXO17
ENSG00000269194 AC006942.4
ENSG00000269202 RP4.614O4.12
ENSG00000269210 RP11.173C1.1
ENSG00000269220 LINC00528
ENSG00000269226 TMSB15B.1
ENSG00000269227 RP11.345P4.6
ENSG00000269228 CTD.3214H19.12
ENSG00000269235 ZNF350.AS1
ENSG00000269236 CTD.2619J13.1
ENSG00000269242 CTD.2192J16.22
ENSG00000269243 CTD.2231E14.8
ENSG00000269244 RPL23AP78
ENSG00000269246 CTC.246B18.10
ENSG00000269289 CTB.92J24.3
ENSG00000269293 ZSCAN16.AS1
ENSG00000269296 AC005614.3
ENSG00000269303 CTD.2527I21.7
ENSG00000269304 AC010522.1
ENSG00000269313 MAGIX
ENSG00000269318 AC007292.3
ENSG00000269321 CTC.453G23.4
ENSG00000269335 IKBKG
ENSG00000269343 ZNF587B
ENSG00000269350 CTD.2278I10.1
ENSG00000269352 PTOV1.AS2
ENSG00000269365 RP11.380M21.4
ENSG00000269378 ITGB1P1
ENSG00000269386 RAB11B.AS1
ENSG00000269387 RP11.298J23.8
ENSG00000269388 AC018755.16
ENSG00000269392 CTB.191K22.6
ENSG00000269397 CTB.92J24.2
ENSG00000269399 CTD.3222D19.12
ENSG00000269400 CTD.2529P6.4
ENSG00000269403 CTD.2616J11.11
ENSG00000269404 SPIB
ENSG00000269425 AC007292.7
ENSG00000269427 CTC.429P9.1
ENSG00000269431 BNIP3P8
ENSG00000269439 CTD.3131K8.2
ENSG00000269444 CTB.180A7.6
ENSG00000269463 RP11.727F15.13
ENSG00000269471 RP11.15H20.2
ENSG00000269473 CTD.2619J13.19
ENSG00000269480 CTD.3032J10.3
ENSG00000269481 CTD.2521M24.6
ENSG00000269487 CTB.174O21.2
ENSG00000269489 RP11.98D18.17
ENSG00000269506 RP11.571I18.5
ENSG00000269514 RP11.370I10.12
ENSG00000269534 CTC.453G23.5
ENSG00000269535 CTD.2525I3.6
ENSG00000269546 CLIC4P2
ENSG00000269549 RP3.461P17.10
ENSG00000269556 TMEM185A
ENSG00000269559 RP11.629B11.5
ENSG00000269560 CTD.2192J16.21
ENSG00000269570 CMB9.55A18.1
ENSG00000269608 CTB.167G5.3
ENSG00000269609 RPARP.AS1
ENSG00000269635 AC004257.1
ENSG00000269637 RPL12P41
ENSG00000269640 BISPR
ENSG00000269646 CTD.2331H12.7
ENSG00000269653 CTB.102L5.7
ENSG00000269680 CTD.3128G10.6
ENSG00000269688 AC008982.2
ENSG00000269694 AC005197.2
ENSG00000269696 AC007228.11
ENSG00000269713 NBPF9
ENSG00000269720 CTD.2521M24.5
ENSG00000269737 RP11.345P4.7
ENSG00000269743 SLC25A53
ENSG00000269752 CTD.3149D2.3
ENSG00000269755 CTD.3105H18.18
ENSG00000269776 DPPA5P1
ENSG00000269779 CTD.2542C24.2
ENSG00000269800 PLEKHA3P1
ENSG00000269802 CTB.180A7.3
ENSG00000269807 AC007292.4
ENSG00000269814 CTC.273B12.10
ENSG00000269815 CTD.2278I10.4
ENSG00000269821 KCNQ1OT1
ENSG00000269825 CTD.3099C6.9
ENSG00000269834 ZNF528.AS1
ENSG00000269836 CTD.3032J10.4
ENSG00000269837 IPO5P1
ENSG00000269842 CTC.339O9.1
ENSG00000269843 CTC.490E21.10
ENSG00000269845 RP11.420K14.6
ENSG00000269846 RP4.621N11.2
ENSG00000269858 EGLN2
ENSG00000269859 CTD.2537I9.16
ENSG00000269867 CTD.2583A14.8
ENSG00000269873 CTD.2587H19.3
ENSG00000269881 AC004754.3
ENSG00000269886 RP11.266J6.2
ENSG00000269889 RP11.816J6.3
ENSG00000269890 RP5.1139B12.2
ENSG00000269891 ARHGAP19.SLIT1
ENSG00000269892 RP4.761J14.10
ENSG00000269893 SNHG8
ENSG00000269894 RP11.1020A11.1
ENSG00000269896 RP4.740C4.5
ENSG00000269898 RP11.568J23.4
ENSG00000269899 RP11.589N15.2
ENSG00000269901 RP11.178L8.9
ENSG00000269902 RP6.99M1.3
ENSG00000269903 RP11.571M6.18
ENSG00000269904 MAP2K4P1
ENSG00000269906 RP11.248J18.2
ENSG00000269907 RP11.330M2.4
ENSG00000269910 RP11.73M18.10
ENSG00000269911 RP1.172N19.5
ENSG00000269918 AF131215.9
ENSG00000269919 RP1.134E15.3
ENSG00000269920 RP11.690P14.4
ENSG00000269921 RP11.646I6.5
ENSG00000269924 RP11.697N18.4
ENSG00000269925 RP3.467L1.6
ENSG00000269927 RP6.91H8.3
ENSG00000269929 RP11.2B6.2
ENSG00000269930 RP11.932O9.9
ENSG00000269934 RP5.1139B12.3
ENSG00000269936 RP11.394O4.5
ENSG00000269938 RP11.214K3.20
ENSG00000269940 RP11.73M18.7
ENSG00000269944 RP11.770J1.7
ENSG00000269946 RP11.2B6.3
ENSG00000269947 RP11.849F2.9
ENSG00000269948 RP11.248J23.6
ENSG00000269949 RP11.738E22.3
ENSG00000269950 AP000962.2
ENSG00000269951 RP11.797A18.6
ENSG00000269952 RP11.324I22.3
ENSG00000269956 MKNK1.AS1
ENSG00000269958 RP11.73M18.8
ENSG00000269961 CTD.2033C11.1
ENSG00000269964 MEI4
ENSG00000269967 RP11.84A19.4
ENSG00000269970 RP11.498E2.9
ENSG00000269971 RP3.426I6.5
ENSG00000269973 RP11.95D17.1
ENSG00000269974 RP11.932O9.10
ENSG00000269976 RP11.130L8.2
ENSG00000269982 RP11.1020A11.2
ENSG00000269984 RP11.362K14.5
ENSG00000269985 RP1.232P20.1
ENSG00000269986 RP11.96H17.3
ENSG00000269994 RP11.276H19.2
ENSG00000269997 RP11.214K3.21
ENSG00000270006 RP11.178L8.7
ENSG00000270010 CTD.2132N18.4
ENSG00000270011 ZNF559.ZNF177
ENSG00000270012 LL0XNC01.7P3.1
ENSG00000270015 RP11.540B6.6
ENSG00000270016 RP11.932O9.8
ENSG00000270019 RP11.141B14.1
ENSG00000270020 RP11.463O9.9
ENSG00000270021 CTC.203F4.2
ENSG00000270022 RNU12
ENSG00000270024 C8orf44.SGK3
ENSG00000270028 RP11.380L11.4
ENSG00000270030 RP11.326C3.13
ENSG00000270031 RP3.426I6.6
ENSG00000270038 RP11.1070N10.7
ENSG00000270039 RP11.571M6.17
ENSG00000270040 RP11.416A14.1
ENSG00000270049 RP11.297D21.4
ENSG00000270050 RP4.769N13.7
ENSG00000270052 WI2.80269A6.1
ENSG00000270055 CTD.3092A11.2
ENSG00000270060 RP11.390K5.6
ENSG00000270061 RP11.214K3.19
ENSG00000270062 RP11.248J18.3
ENSG00000270066 SCARNA2
ENSG00000270067 CTC.487M23.5
ENSG00000270068 RP4.761J14.9
ENSG00000270069 MIR222HG
ENSG00000270071 AP001172.2
ENSG00000270072 RP11.750H9.7
ENSG00000270076 AF131215.8
ENSG00000270077 KB.1958F4.1
ENSG00000270083 RP1.257I20.14
ENSG00000270084 GAS5.AS1
ENSG00000270091 RP11.78O7.2
ENSG00000270093 AP000473.8
ENSG00000270095 RP11.214K3.18
ENSG00000270104 RP11.245P10.6
ENSG00000270105 RP11.326C3.14
ENSG00000270106 TSNAX.DISC1
ENSG00000270108 RP11.73M18.6
ENSG00000270110 RP5.1139B12.4
ENSG00000270115 RP11.415J8.7
ENSG00000270127 RP11.526I2.5
ENSG00000270130 RP11.214K3.23
ENSG00000270131 KB.1043D8.8
ENSG00000270133 CTC.303L1.2
ENSG00000270137 CTC.137K3.1
ENSG00000270139 AP001172.3
ENSG00000270140 RP5.1021I20.6
ENSG00000270141 TERC
ENSG00000270147 RP11.646I6.6
ENSG00000270149 RP11.544M22.13
ENSG00000270154 RP11.419I17.1
ENSG00000270157 RP5.894A10.6
ENSG00000270159 RP11.568J23.6
ENSG00000270164 LINC01480
ENSG00000270165 RP11.167P11.2
ENSG00000270166 RP11.158D2.1
ENSG00000270170 NCBP2.AS2
ENSG00000270174 RP1.256G22.2
ENSG00000270175 RP11.793H13.11
ENSG00000270177 CTD.2410N18.3
ENSG00000270178 RP11.494H4.3
ENSG00000270179 RP11.159N11.4
ENSG00000270188 MTRNR2L11
ENSG00000270189 RP11.258C19.7
ENSG00000270190 RP11.803D5.4
ENSG00000270194 RP11.259K5.2
ENSG00000270195 RP11.572O17.1
ENSG00000270210 RP11.373D23.3
ENSG00000270218 RP11.325L12.5
ENSG00000270223 RP13.36G14.4
ENSG00000270225 RP11.475J5.4
ENSG00000270228 RP11.453E17.3
ENSG00000270231 NBPF8P
ENSG00000270236 RP11.265B8.5
ENSG00000270246 RP11.701H24.8
ENSG00000270248 CTC.471J1.10
ENSG00000270257 RP11.17P16.2
ENSG00000270259 RP13.122B23.9
ENSG00000270264 NDUFB8P2
ENSG00000270269 IMMP1LP1
ENSG00000270270 BNIP3P10
ENSG00000270276 HIST2H4B
ENSG00000270277 RP11.65L3.2
ENSG00000270285 RP11.1029M24.4
ENSG00000270292 RP11.453E17.4
ENSG00000270294 RP11.566F5.1
ENSG00000270296 STX8P1
ENSG00000270299 RP5.850E9.3
ENSG00000270302 RP11.461L13.4
ENSG00000270304 RP11.597G23.1
ENSG00000270332 SMC2.AS1
ENSG00000270333 RP11.566F5.2
ENSG00000270335 RP11.642D6.1
ENSG00000270339 AC243756.1
ENSG00000270343 UNGP3
ENSG00000270344 RP11.734K2.4
ENSG00000270361 RP11.307C12.13
ENSG00000270362 HMGN3.AS1
ENSG00000270367 RP11.331G2.6
ENSG00000270372 RP11.109M17.2
ENSG00000270379 HEATR9
ENSG00000270381 RP11.290D2.5
ENSG00000270387 RP11.315D13.1
ENSG00000270392 PFN1P2
ENSG00000270402 CTC.412M14.5
ENSG00000270409 RP11.44D5.1
ENSG00000270419 CAHM
ENSG00000270421 RP11.351O1.4
ENSG00000270424 RP11.1348G14.6
ENSG00000270426 RP11.326I11.5
ENSG00000270427 NRBF2P5
ENSG00000270429 KNOP1P2
ENSG00000270433 RP11.124D2.7
ENSG00000270441 RP11.694I15.7
ENSG00000270442 CTB.95D12.1
ENSG00000270458 RP11.644F5.17
ENSG00000270462 RP11.342K6.3
ENSG00000270469 RP11.411B10.8
ENSG00000270479 BNIP3P37
ENSG00000270482 RP11.131L12.2
ENSG00000270487 RP11.230C9.3
ENSG00000270499 MKI67P1
ENSG00000270503 RP11.407N17.6
ENSG00000270510 RP11.777F6.3
ENSG00000270518 RP11.210K20.3
ENSG00000270523 RP11.145P16.3
ENSG00000270532 PEBP1P2
ENSG00000270533 bP.21201H5.1
ENSG00000270542 RP11.311H10.7
ENSG00000270547 LINC01235
ENSG00000270550 IGHV3.30
ENSG00000270553 RP11.15E18.5
ENSG00000270554 RP11.225N10.3
ENSG00000270555 RP11.1394O16.1
ENSG00000270557 RP11.546J1.1
ENSG00000270558 CTD.2124B8.2
ENSG00000270560 APOOP1
ENSG00000270562 RP11.154H23.3
ENSG00000270571 RP11.355F16.1
ENSG00000270574 RP11.171I2.2
ENSG00000270576 RP5.1021I20.7
ENSG00000270577 RP5.1147A1.1
ENSG00000270578 RP11.712B9.5
ENSG00000270580 PKD1P6.1
ENSG00000270585 RP11.568G11.4
ENSG00000270587 RP11.51F16.9
ENSG00000270589 RP11.348N5.7
ENSG00000270598 RP11.396C23.3
ENSG00000270604 HCG17
ENSG00000270605 RP5.1092A3.4
ENSG00000270607 RP11.359E10.1
ENSG00000270610 RP11.486O13.3
ENSG00000270612 RP11.34P1.4
ENSG00000270614 CTC.325H20.7
ENSG00000270620 RP1.134O19.3
ENSG00000270629 NBPF14
ENSG00000270638 RP3.466P17.1
ENSG00000270640 RP11.373D23.2
ENSG00000270641 TSIX
ENSG00000270647 TAF15
ENSG00000270659 RP11.105N14.1
ENSG00000270664 RP11.544H14.1
ENSG00000270672 MTRNR2L6
ENSG00000270673 YTHDF3.AS1
ENSG00000270681 RP11.372K14.2
ENSG00000270690 RP11.349G13.3
ENSG00000270696 RP11.342K6.1
ENSG00000270702 RP11.107F6.4
ENSG00000270709 GS1.115M3.4
ENSG00000270714 MINOS1P2
ENSG00000270720 RP11.84C13.2
ENSG00000270722 U1.1
ENSG00000270728 RP4.657E11.10
ENSG00000270733 RP11.231P20.5
ENSG00000270739 RP11.608O8.2
ENSG00000270750 RP11.461L13.3
ENSG00000270751 DEAR
ENSG00000270755 RP11.138E2.1
ENSG00000270760 AD001527.7
ENSG00000270761 RP11.385F7.1
ENSG00000270764 CTB.152G17.5
ENSG00000270765 GAS2L2
ENSG00000270772 RP11.332H21.2
ENSG00000270773 RP13.685P2.7
ENSG00000270775 AP000436.4
ENSG00000270781 RP11.501C14.9
ENSG00000270792 RP11.103J8.1
ENSG00000270802 AC005776.1
ENSG00000270804 CTD.2583A14.11
ENSG00000270806 C17orf50
ENSG00000270808 RP11.574K11.27
ENSG00000270811 RP11.393K12.4
ENSG00000270813 NANOGNBP3
ENSG00000270814 TMEM261P1
ENSG00000270815 RP11.56O18.1
ENSG00000270820 RP11.355B11.2
ENSG00000270822 RP11.730B22.1
ENSG00000270823 RP11.2E11.6
ENSG00000270829 AC015849.12
ENSG00000270832 RP1.168P16.3
ENSG00000270842 RP11.57B24.2
ENSG00000270863 DDX55P1
ENSG00000270871 AC015849.19
ENSG00000270874 RP11.420K10.1
ENSG00000270878 CTD.2302E22.5
ENSG00000270879 RP11.210K20.4
ENSG00000270883 RP11.461L13.5
ENSG00000270885 RASL10B
ENSG00000270889 RP11.609L3.1
